NO_accident	accident
NO_parc AD_photovoltaïque	parc AD_photovoltaïque
NO_santé AD_animal	santé AD_animal
NO_sinistré PR_de DE_le NO_tempête xynthia	NO_sinistré PR_de xynthia
NO_élevage AD_industriel	NO_éleveur AD_industriel
NO_industrie AD_électrique	industrie AD_électrique
NO_nucléaire AD_iranien	nucléaire AD_iranien
NO_accès AD_universel	accès AD_universel
NO_industrie AD_aéronautique	industrie AD_aéronautique
NO_accident AD_nucléaire	accident AD_nucléaire
NO_commission AD_sénatorial	commission AD_sénatorial
NO_acide AD_aminé	AD_acide AD_aminé
NO_biodiversité AD_marin	biodiversité AD_marin
NO_élevage AD_bovin	NO_éleveur AD_bovin
NO_élevage AD_ovin	NO_éleveur AD_ovin
NO_infection AD_bactérien	VE_infecter AD_bactérien
NO_service AD_départemental	service AD_départemental
NO_service AD_départemental	services AD_départemental
NO_technologie AD_nucléaire	technologies AD_nucléaire
NO_réchauffement AD_climatique	NO_réchauffement AD_global
NO_réchauffement AD_climatique	NO_réchauffement AD_planétaire
NO_réchauffement AD_climatique	NO_réchauffement PR_de DE_le NO_planète
NO_élevage AD_breton	NO_éleveur AD_breton
AD_éolien NO_marin	eoliennes PR_en NO_mer
AD_éolien NO_marin	AD_éolien NO_offshore
NO_banque AD_européen PR_de NO_investissement	bei
NO_élevage AD_intensif	NO_éleveur AD_intensif
NO_marché AD_noir	marché AD_noir
NO_médecin AD_général	NO_docteur AD_général
NO_médecin AD_général	docteur AD_général
NO_médecine AD_général	médecine AD_général
NO_santé AD_maternel	santé AD_maternel
NO_société AD_pétrolier	société AD_pétrolier
NO_développement AD_régional	développement AD_régional
NO_appareil AD_électrique	NO_appareil AD_électronique
NO_grippe AD_pandémique	grippe AD_pandémique
NO_service AD_pétrolier	service AD_pétrolier
NO_service AD_pétrolier	services AD_pétrolier
NO_apiculture	NO_apiculteur
NO_apiculture	apiculteur
NO_apiculture	apiculture
NO_hôpital AD_psychiatrique	hôpital AD_psychiatrique
NO_laboratoire AD_français	laboratoire AD_français
NO_usage PR_du NO_pesticide	NO_utilisation PR_de NO_pesticide
bioéthique	bioéthiques
NO_sécurité AD_maritime	sécurité AD_maritime
NO_substance AD_cancérigène	NO_substance AD_cancérogène
NO_autorité PR_de NO_sûreté AD_nucléaire	asn
NO_laboratoire AD_américain	laboratoire AD_américain
NO_ministre AD_chinois	NO_ministère AD_chinois
NO_ministre AD_chinois	ministère AD_chinois
NO_service AD_vétérinaire	service AD_vétérinaire
NO_service AD_vétérinaire	services AD_vétérinaire
NO_air AD_intérieur	air AD_intérieur
anrs	NO_Agence AD_Nationale PR_de NO_Recherche PR_sur DE_le NO_sida KO_et DE_le NO_hépatites
NO_développement AD_industriel	développement AD_industriel
NO_secteur PR_de DE_le NO_énergie	NO_secteur AD_énergétique
NO_secteur PR_de DE_le NO_énergie	secteur AD_énergétique
véolia	veolia
NO_administration AD_français	administration AD_français
bioterrorisme	bioterrorismes
bioterrorisme	bio-terrorisme
bioterrorisme	bioterreur
bioterrorisme	bio-terreur
biosenseur	biosenseurs
biosenseur	bio-senseur
biosenseur	bio-senseurs
NO_champ AD_magnétique	NO_champ AD_électromagnétique
NO_champ AD_magnétique	NO_champ AD_électrique
NO_développement AD_agricole	développement AD_agricole
NO_marché AD_automobile	marché AD_automobile
NO_marché AD_chinois	marché AD_chinois
NO_vaccin AD_antigrippal	NO_vaccination PR_contre DE_le NO_grippe
NO_vaccin AD_antigrippal	NO_vaccination PR_contre DE_le grippe
NO_vaccin AD_antigrippal	NO_vaccin PR_contre DE_le NO_grippe
NO_vaccin AD_antigrippal	NO_vaccin PR_contre DE_le grippe
NO_site AD_illégal	site AD_illégal
NO_groupe AD_agro-alimentaire	NO_compagnie AD_agro-alimentaire
NO_groupe AD_agro-alimentaire	compagnie AD_agro-alimentaire
NO_groupe AD_agro-alimentaire	NO_compagnie AD_agroalimentaire
NO_groupe AD_agro-alimentaire	compagnie AD_agroalimentaire
NO_groupe AD_agro-alimentaire	NO_firme AD_agro-alimentaire
NO_groupe AD_agro-alimentaire	firme AD_agro-alimentaire
NO_groupe AD_agro-alimentaire	NO_firme AD_agroalimentaire
NO_groupe AD_agro-alimentaire	firme AD_agroalimentaire
AD_combustible NO_nucléaire	AD_combustible nucléaire
AD_combustible NO_nucléaire	NO_combustible AD_nucléaire
NO_nucléaire AD_français	nucléaire AD_français
NO_développement AD_humain	développement AD_humain
NO_travail AD_pénible	travail AD_pénible
NO_année AD_international PR_de DE_le NO_biodiversité	année AD_international PR_de DE_le NO_biodiversité
NO_élevage AD_laitier	NO_éleveur AD_laitier
ministère PR_de DE_le NO_alimentation	ministre PR_de DE_le NO_alimentation
ministère PR_de DE_le NO_alimentation	NO_ministère PR_de DE_le NO_alimentation
NO_réacteur epr	epr
chlordécone	NA_chlordécone
NO_plan PR_de NO_prévention	plan PR_de NO_prévention
NO_danger PR_pour DE_le NO_santé	AD_dangereux PR_pour DE_le NO_santé
NO_développement AD_rural	développement AD_rural
NO_révolution AD_industriel	NO_résolution AD_industriel
afsset	agence AD_français PR_de NO_sécurité AD_sanitaire PR_de DE_le NO_environnement
afsset	agence française PR_de sécurité sanitaire PR_de DE_le NO_environnement
afsset	NO_agence AD_français PR_de NO_sécurité AD_sanitaire PR_de DE_le NO_environnement
NO_mouvement AD_écologiste	mouvement AD_écologiste
NO_hôpital AD_public	hôpital AD_public
NO_commerce AD_équitable	commerce AD_équitable
NO_santé AD_mental	santé AD_mental
NO_agence AD_océanique	agence AD_océanique
NO_environnement KO_et DE_le NO_santé	NO_environnement KO_et PR_de DE_le NO_santé
NO_environnement KO_et DE_le NO_santé	NO_environnement KO_et PR_à DE_le NO_santé
bisphénol	bpa
NO_conséquence AD_désastreux	NO_conséquence AD_dévastateur
NO_conséquence AD_désastreux	NO_conséquence AD_grave
NO_pandémie PR_de NO_grippe	NO_pandémie PR_de grippe
NO_liberté AD_fondamental	liberté AD_fondamental
VE_préserver DE_le NO_biodiversité	NO_préservation PR_de DE_le NO_biodiversité
NO_société PR_de NO_biotechnologie	société PR_de NO_biotechnologie
NO_direction AD_général PR_de DE_le NO_santé	NO_direction AD_général PR_de DE_le santé
irsn	NO_institut PR_de NO_radioprotection KO_et PR_de NO_sûreté AD_nucléaire
NO_marché AD_pharmaceutique	marché AD_pharmaceutique
NO_marée AD_vert	marée AD_vert
VE_préserver DE_le NO_environnement	NO_préservation PR_de DE_le NO_environnement
NO_production AD_pétrolier	NO_production PR_de NO_pétrole
VE_toucher PR_par DE_le NO_marée AD_noir	VE_toucher PR_par DE_le marée AD_noir
NO_impact AD_négatif	NO_impact AD_néfaste
NO_industrie AD_nucléaire	industrie AD_nucléaire
NO_secteur AD_pétrolier	secteur AD_pétrolier
NO_fin PR_de DE_le NO_pandémie	fin PR_de DE_le NO_pandémie
NO_prix PR_de DE_le NO_électricité	prix PR_de DE_le NO_électricité
NO_santé PR_du NO_population	NO_santé PR_de DE_le NO_population
NO_santé AD_humain	santé AD_humain
aedes	NO_Agence AD_européenne PR_pour DE_le NO_développement KO_et DE_la NO_santé
NO_développement PR_du NO_énergie AD_renouvelable	développement PR_du NO_énergie AD_renouvelable
NO_problème PR_de NO_santé AD_publique	NO_problème PR_de santé AD_publique
NO_consommation AD_électrique	consommation AD_électrique
NO_garde-côte AD_américain	gardes-côtes AD_américain
NO_coût PR_de DE_le NO_marée AD_noir	NO_coût PR_de DE_le marée AD_noir
NO_centrale AD_électrique	centrale AD_électrique
NO_développement AD_économique KO_et NO_emploi	développement AD_économique KO_et NO_emploi
NO_développement AD_économique KO_et NO_emploi	NO_développement AD_économique KO_et emploi
NO_développement AD_économique KO_et NO_emploi	développement AD_économique KO_et emploi
NO_prix PR_du NO_céréale	prix PR_du NO_céréale
NO_politique PR_de NO_développement	politique PR_de NO_développement
NO_politique PR_de NO_développement	NO_politique PR_de développement
NO_politique PR_de NO_développement	politique PR_de développement
NO_réseau PR_de NO_distribution	réseau PR_de NO_distribution
NO_santé KO_et DE_le NO_environnement	NO_santé NO_environnement
NO_santé KO_et DE_le NO_environnement	NO_santé AD_environnemental
NO_santé KO_et DE_le NO_environnement	santé environnement
NO_santé KO_et DE_le NO_environnement	NO_santé KO_et NO_environnement
NO_santé KO_et DE_le NO_environnement	santé KO_et NO_environnement
NO_santé KO_et DE_le NO_environnement	NO_santé KO_et PR_de DE_le NO_environnement
NO_santé KO_et DE_le NO_environnement	santé NO_environnement
NO_santé KO_et DE_le NO_environnement	NO_santé environnement
NO_santé KO_et DE_le NO_environnement	NO_santé KO_et environnement
NO_santé KO_et DE_le NO_environnement	santé KO_et environnement
NO_santé KO_et DE_le NO_environnement	santé KO_et DE_le NO_environnement
NO_santé KO_et DE_le NO_environnement	NO_santé KO_et DE_le environnement
NO_santé KO_et DE_le NO_environnement	santé KO_et PR_de DE_le NO_environnement
NO_santé KO_et DE_le NO_environnement	NO_santé KO_et PR_de DE_le environnement
NO_santé KO_et DE_le NO_environnement	santé AD_environnemental
NO_santé KO_et DE_le NO_environnement	santé KO_et DE_le environnement
NO_santé KO_et DE_le NO_environnement	santé KO_et PR_de DE_le environnement
NO_qualité PR_de NO_service	NO_qualité PR_du NO_service
NO_côte PR_de NA_louisiane	NO_côte PR_de DE_le NA_louisiane
NO_recherche KO_et NO_développement	recherche KO_et NO_développement
NO_recherche KO_et NO_développement	NO_recherche KO_et développement
NO_recherche KO_et NO_développement	recherche KO_et développement
NO_recherche KO_et NO_développement	recherche SY_& développement
NO_site AD_nucléaire	site AD_nucléaire
NO_réseau AD_électrique	réseau AD_électrique
NO_association AD_écologiste	association AD_écologiste
NO_association AD_écologiste	NO_association AD_écologique
NO_association AD_écologiste	association AD_écologique
NO_accès PR_à DE_le NO_eau AD_potable	NO_accès PR_à DE_le eau AD_potable
NO_prix PR_du NO_pétrole	prix PR_du NO_pétrole
NO_pied PR_de NO_vigne transgénique	NO_pied PR_de NO_vigne transgéniques
NO_neurone	AD_neurologique
NO_eau AD_usé	eau AD_usé
antirétroviral	antirétroviraux
NA_etat AD_européen	NA_etats AD_européen
NA_etat AD_européen	DE_le NO_europe
afssa	agence AD_français PR_de NO_sécurité AD_sanitaire PR_de NO_aliment
afssa	agence française PR_de sécurité sanitaire PR_de NO_aliment
afssa	NO_agence AD_français PR_de NO_sécurité AD_sanitaire PR_de NO_aliment
NO_service PR_de NO_santé	service PR_de NO_santé
NO_service PR_de NO_santé	NO_service PR_de santé
NO_service PR_de NO_santé	services PR_de NO_santé
NO_service PR_de NO_santé	service PR_de santé
NO_service PR_de NO_santé	services PR_de santé
NO_industrie AD_pétrolier	industrie AD_pétrolier
NO_réduction PR_du NO_gaz PR_à NO_effet PR_de NO_serre	VE_réduire DE_le NO_émission PR_de NO_gaz
NO_réduction PR_du NO_gaz PR_à NO_effet PR_de NO_serre	NO_réduction PR_du NO_gaz PR_à NO_effet
NO_établissement PR_de NO_santé	NO_établissement PR_de santé
NO_marché AD_public	marché AD_public
agence AD_français PR_de NO_sécurité AD_sanitaire	NO_agence AD_français PR_de NO_sécurité AD_sanitaire
agence AD_français PR_de NO_sécurité AD_sanitaire	agence AD_français PR_de sécurité AD_sanitaire
agence AD_français PR_de NO_sécurité AD_sanitaire	NO_agence AD_français PR_de sécurité AD_sanitaire
agence AD_français PR_de NO_sécurité AD_sanitaire	agence française PR_de sécurité sanitaire
NO_marché AD_émergent	marché AD_émergent
NO_santé PR_au NO_travail	santé PR_au NO_travail
NO_santé PR_au NO_travail	NO_santé PR_au travail
NO_santé PR_au NO_travail	santé PR_au travail
NO_santé PR_au NO_travail	NO_santé PR_du NO_travailleur
NO_nappe PR_de NO_pétrole	NO_nappe PR_de AD_brut
NO_sécurité AD_alimentaire	sécurité AD_alimentaire
anses	agence AD_nationale VE_charger PR_de DE_le NO_sécurité AD_sanitaire PR_de DE_le NO_alimentation
anses	agence française PR_de sécurité sanitaire PR_de DE_le NO_alimentation
anses	NO_agence AD_nationale VE_charger PR_de DE_le NO_sécurité AD_sanitaire PR_de DE_le NO_alimentation
NO_recherche AD_médical	recherche AD_médical
NO_lutte PR_contre DE_le NO_changement AD_climatique	NO_lutte PR_contre DE_le NO_réchauffement AD_climatique
NO_origine PR_de DE_le NO_marée AD_noir	NO_origine PR_de DE_le marée AD_noir
NO_agence AD_régional PR_de NO_santé	agence AD_régional PR_de NO_santé
NO_agence AD_régional PR_de NO_santé	NO_agence AD_régional PR_de santé
NO_agence AD_régional PR_de NO_santé	agence AD_régional PR_de santé
NO_engrais	NO_fertilisant
NO_principe PR_de NO_précaution	NO_principe PR_de NO_précaution AD_ne
NO_principe PR_de NO_précaution	principe PR_de NO_précaution
NO_qualité PR_de NO_vie	NO_qualité PR_de vie
NO_service AD_météorologique	service AD_météorologique
NO_service AD_météorologique	services AD_météorologique
néolibéral	néolibérale
néolibéral	néolibéralisme
NO_parc AD_éolien	parc AD_éolien
NO_énergie AD_fossile	NO_carburant AD_fossile
NO_énergie AD_fossile	NO_hydrocarbure
NO_énergie AD_fossile	NO_combustible AD_fossile
NO_directive AD_européen	AD_directif NO_européen
NO_directive AD_européen	AD_directif européens
NO_directive AD_européen	AD_directif européen
NO_mise PR_sur DE_le NO_marché	NO_mise PR_sur DE_le marché
NO_chaîne AD_alimentaire	NO_chaine AD_alimentaire
NO_ministre PR_de DE_le NO_enseignement AD_supérieur	NO_ministère PR_de DE_le NO_enseignement AD_supérieur
NO_ministre PR_de DE_le NO_enseignement AD_supérieur	ministre PR_de DE_le NO_enseignement AD_supérieur
NO_ministre PR_de DE_le NO_enseignement AD_supérieur	ministère PR_de DE_le NO_enseignement AD_supérieur
NO_ministre PR_de DE_le NO_enseignement AD_supérieur	ministres PR_de DE_le NO_enseignement AD_supérieur
NO_système PR_de NO_santé	NO_système PR_de santé
NO_incendie PR_de NO_forêt	incendie PR_de NO_forêt
NO_érosion	erosion
NO_qualité PR_de DE_le NO_eau	NO_qualité PR_de DE_le eau
NO_qualité PR_de DE_le NO_eau	qualité PR_de DE_le NO_eau
NO_qualité PR_de DE_le NO_eau	NO_qualité PR_du NO_eau
NO_qualité PR_de DE_le NO_eau	NO_qualité PR_du eau
afssaps	agence AD_français PR_de NO_sécurité AD_sanitaire PR_de NO_produit PR_de NO_santé
afssaps	agence française PR_de sécurité sanitaire PR_de NO_produit PR_de NO_santé
afssaps	NO_agence AD_français PR_de NO_sécurité AD_sanitaire PR_de NO_produit PR_de NO_santé
NO_pays PR_en NO_développement	pays PR_en NO_développement
NO_pays PR_en NO_développement	NO_pays PR_en développement
NO_pays PR_en NO_développement	pays PR_en développement
NO_pays PR_en NO_développement	NO_pays PR_en NO_voie PR_de NO_développement
NO_pays PR_en NO_développement	pays PR_en NO_voie PR_de NO_développement
NO_pays PR_en NO_développement	NO_pays PR_en NO_voie PR_de développement
NO_pays PR_en NO_développement	pays PR_en NO_voie PR_de développement
NO_pays PR_en NO_développement	NO_pays PR_en voie PR_de développement
NO_professionnel PR_de NO_santé	NO_professionnel PR_de santé
NO_professionnel PR_de NO_santé	NO_professionnel PR_de DE_le NO_santé
NO_qualité PR_de DE_le NO_air	NO_qualité PR_de DE_le air
NO_état PR_de NO_santé	NO_état PR_de santé
transgénique	transgéniques
NO_espérance PR_de NO_vie	NO_espérance PR_de vie
VE_prévenir DE_le NO_risque	NO_prévention PR_de DE_un NO_risque
VE_prévenir DE_le NO_risque	NO_prévention PR_du NO_risque
NO_gaz PR_à NO_effet PR_de NO_serre	gaz PR_à NO_effet PR_de NO_serre
NO_politique AD_économique	politique AD_économique
NO_politique AD_économique	AD_politique KO_et AD_économique
ademe	NO_Agence PR_de DE_le NO_environnement KO_et PR_de DE_le NO_maîtrise PR_de DE_le NO_énergie
NO_aménagement PR_du NO_territoire	NO_aménagement PR_du territoire
NO_plate-forme AD_pétrolier	plateforme AD_pétrolier
NO_plate-forme AD_pétrolier	plateformes AD_pétrolier
NO_développement AD_économique	développement AD_économique
NO_marché AD_financier	marché AD_financier
NO_secteur AD_privé	secteur AD_privé
NO_durée PR_de NO_vie	NO_durée PR_de vie
eurodéputée	eurodéputés
NO_activité AD_économique	NO_actualité AD_économique
NO_activité AD_économique	actualité AD_économique
NO_activité AD_économique	actualités AD_économique
NO_panneau AD_solaire	NO_panneau AD_photovoltaïque
NO_voiture AD_électrique	NO_véhicule AD_électrique
NO_voiture AD_électrique	NO_véhicule AD_hybride
NO_voiture AD_électrique	NO_automobile AD_électrique
NA_cécile duflot	NA_cécile NA_duflot
NO_marché AD_mondial	marché AD_mondial
NO_consommation AD_énergétique	NO_consommation PR_de NO_énergie
NO_consommation AD_énergétique	consommation PR_de NO_énergie
NO_consommation AD_énergétique	consommation AD_énergétique
NO_problème PR_de NO_santé	NO_problème PR_de santé
NO_émission PR_de NO_gaz PR_à NO_effet PR_de NO_serre	NO_émission PR_de gaz PR_à NO_effet PR_de NO_serre
NO_hygiène	hygiène
NA_amérique AD_latin	NA_amérique latine
NO_société AD_civil	société AD_civil
NO_opérateur télécoms	NO_opérateur AD_téléphonique
NO_opérateur télécoms	NO_opérateur AD_mobile
inserm	NO_institut AD_national PR_de DE_le NO_santé KO_et PR_de DE_le NO_recherche
inserm	NO_institut national PR_de DE_le NO_santé KO_et PR_de DE_le NO_recherche
inserm	NO_institut AD_national PR_de DE_le santé KO_et PR_de DE_le NO_recherche
inserm	NO_institut nationale PR_de DE_le NO_santé KO_et PR_de DE_le NO_recherche
inserm	NO_institut national PR_de DE_le santé KO_et PR_de DE_le NO_recherche
inserm	NO_institut nationale PR_de DE_le santé KO_et PR_de DE_le NO_recherche
NO_éthique	AD_éthique
NO_gène	NO_génome
NO_lutte PR_contre DE_le NO_marée AD_noir	NO_lutte PR_contre DE_le marée AD_noir
NO_lutte PR_contre DE_le NO_marée AD_noir	VE_lutter PR_contre DE_le NO_marée AD_noir
NO_lutte PR_contre DE_le NO_marée AD_noir	NO_lutte PR_contre DE_le NO_marée
NO_lutte PR_contre DE_le NO_marée AD_noir	VE_lutter PR_contre DE_le NO_marée
VE_fondre AD_structurel NO_européen	fonds AD_structurel NO_européen
VE_fondre AD_structurel NO_européen	fonds AD_structurel européens
AD_central NO_nucléaire	NO_centrale AD_nucléaire
AD_central NO_nucléaire	centrale AD_nucléaire
AD_central NO_nucléaire	AD_central nucléaire
NO_protection PR_de DE_le NO_environnement	NO_défense PR_de DE_le NO_environnement
NO_protection PR_de DE_le NO_environnement	NO_défense PR_de DE_le environnement
NO_protection PR_de DE_le NO_environnement	NO_défenseur PR_de DE_le NO_environnement
NO_projet PR_de NO_loi PR_de NO_réforme	NO_projet PR_de NO_loi PR_de réforme
NO_député AD_européen	VE_députer AD_européen
NO_matière NU_premier	NO_matière NA_premier
NO_pays AD_émergent	pays AD_émergent
NO_sécurité AD_social	sécurité AD_social
NO_sécurité AD_social	NO_sécu
NO_gouvernement AD_américain	gouvernement AD_américain
NO_personne AD_âgé	personnes AD_âgé
NO_métropole	métropole
NO_rivière	rivières
